fare_id,price,currency_type,payment_method,transfers,agency_id
370,7.05,EUR,0,0,317
371,8.20,EUR,0,0,317
372,9.55,EUR,0,0,317
373,10.10,EUR,0,0,317
374,6.60,EUR,0,0,317
375,7.30,EUR,0,0,317
376,10.90,EUR,0,0,317
377,5.90,EUR,0,0,317
378,8.05,EUR,0,0,317
379,5.50,EUR,0,0,317
380,5.55,EUR,0,0,317
381,5.85,EUR,0,0,317
382,10.50,EUR,0,0,317
383,5.35,EUR,0,0,317
384,6.35,EUR,0,0,317
385,5.40,EUR,0,0,317
386,8.85,EUR,0,0,317
387,7.35,EUR,0,0,317
388,9.05,EUR,0,0,317
389,5.70,EUR,0,0,317
390,6.90,EUR,0,0,317
391,5.75,EUR,0,0,317
392,6.75,EUR,0,0,317
393,9.20,EUR,0,0,317
394,6.25,EUR,0,0,317
395,9.95,EUR,0,0,317
396,9.45,EUR,0,0,317
397,6.05,EUR,0,0,317
398,7.60,EUR,0,0,317
399,6.95,EUR,0,0,317
400,6.15,EUR,0,0,317
401,8.55,EUR,0,0,317
402,6.70,EUR,0,0,317
403,5.45,EUR,0,0,317
404,6.00,EUR,0,0,317
405,7.50,EUR,0,0,317
406,5.80,EUR,0,0,317
407,7.20,EUR,0,0,317
408,10.00,EUR,0,0,317
409,10.85,EUR,0,0,317
410,7.90,EUR,0,0,317
411,9.50,EUR,0,0,317
412,10.30,EUR,0,0,317
413,9.60,EUR,0,0,317
414,8.15,EUR,0,0,317
415,7.10,EUR,0,0,317
416,7.00,EUR,0,0,317
417,6.40,EUR,0,0,317
418,6.85,EUR,0,0,317
419,5.25,EUR,0,0,317
420,10.55,EUR,0,0,317
421,10.65,EUR,0,0,317
422,6.10,EUR,0,0,317
423,6.50,EUR,0,0,317
424,10.75,EUR,0,0,317
425,8.25,EUR,0,0,317
426,8.50,EUR,0,0,317
427,5.60,EUR,0,0,317
428,8.60,EUR,0,0,317
429,6.20,EUR,0,0,317
430,10.25,EUR,0,0,317
431,8.00,EUR,0,0,317
432,5.65,EUR,0,0,317
433,9.90,EUR,0,0,317
434,10.05,EUR,0,0,317
435,8.10,EUR,0,0,317
436,6.80,EUR,0,0,317
437,9.15,EUR,0,0,317
438,7.40,EUR,0,0,317
439,7.95,EUR,0,0,317
440,10.80,EUR,0,0,317
441,7.65,EUR,0,0,317
442,6.65,EUR,0,0,317
443,8.75,EUR,0,0,317
444,9.30,EUR,0,0,317
445,8.45,EUR,0,0,317
446,7.70,EUR,0,0,317
447,6.30,EUR,0,0,317
448,9.25,EUR,0,0,317
449,9.10,EUR,0,0,317
450,7.45,EUR,0,0,317
451,8.80,EUR,0,0,317
452,6.45,EUR,0,0,317
453,7.55,EUR,0,0,317
